stargazers,0.21259,0.004969
watchers,0.040109,0.00234
Csum_TNLPM,0.024135,0.002695
Csum_TCLOC,0.020876,0.00193
Csum_NS,0.014531,0.001931
contributors,0.014357,0.002527
Csum_TNM,0.014357,0.001433
Csum_TNS,0.012889,0.002015
Csum_TNLM,0.011197,0.001434
total pull requests,0.009729,0.001359
Csum_TCD,0.008037,0.001907
Csum_NLPM,0.007937,0.002405
Psum_NPM,0.007639,0.001334
Pmax_TNPM,0.007639,0.001334
Pmax_TNS,0.007116,0.001696
Psum_NS,0.007116,0.001696
Psum_NM,0.005598,0.000967
Pmax_TNM,0.005598,0.000967
open pull requests,0.005325,0.001891
Csum_TNLS,0.005001,0.000952
Csum_CLOC,0.004628,0.001187
Psum_TNCL,0.004429,0.000857
Csum_CD,0.004354,0.000918
Psum_TNPM,0.00413,0.001187
Psum_TCLOC,0.004081,0.001205
Psum_TNDI,0.003658,0.000966
Pmax_TNDI,0.003459,0.000867
Csum_LCOM5,0.00326,0.000564
commits,0.003085,0.000328
Psum_NCL,0.002513,0.000981
Pmax_TNCL,0.002513,0.000981
size,0.002513,0.000792
total issues,0.002513,0.001582
Psum_TLOC,0.002115,0.000941
Cmax_TNLS,0.00209,0.000764
Pstd_TNS,0.002065,0.000554
branches,0.002065,0.000715
Psum_TNS,0.00204,0.000719
Pmax_TCLOC,0.001816,0.000693
Psum_CLOC,0.001816,0.000693
Csum_NLM,0.00102,0.000586
Csum_NLS,0.00102,0.00083
Pmax_NS,0.000796,0.001086
Pstd_TNDI,0.000672,0.000607
Csum_PUA,0.000622,0.000361
Csum_AD,0.000498,0.000324
Csum_PDA,0.000373,0.000416
Psum_TNM,0.000149,9.3e-05
Csum_DLOC,5e-05,0.000231
open issues,2.5e-05,5e-05
Cmax_NLPM,0.0,0.0
Cmax_NLS,0.0,0.0
Cstd_NLPM,0.0,0.0
Cmed_NLPM,0.0,0.0
Cstd_NLS,0.0,0.0
Cmin_NLS,0.0,0.0
Cmed_NLS,0.0,0.0
Cmin_NM,0.0,0.0
Cmed_NLM,0.0,0.0
Cmin_NLPM,0.0,0.0
Cstd_NLA,0.0,0.0
Cmax_NA,0.0,0.0
Csum_NA,0.0,0.0
Cstd_NA,0.0,0.0
Cmin_NG,0.0,0.0
Cmed_NG,0.0,0.0
Cmax_NG,0.0,0.0
Csum_NG,0.0,0.0
Cstd_NG,0.0,0.0
Cmin_NLA,0.0,0.0
Cmed_NLA,0.0,0.0
Cmax_NLA,0.0,0.0
Csum_NLA,0.0,0.0
Cmin_NLG,0.0,0.0
Cstd_NLPA,0.0,0.0
Cmed_NLG,0.0,0.0
Cmax_NLG,0.0,0.0
Csum_NLG,0.0,0.0
Cstd_NLG,0.0,0.0
Cmin_NLM,0.0,0.0
Cmax_NM,0.0,0.0
Cmax_NLM,0.0,0.0
Cstd_NLM,0.0,0.0
Cmin_NLPA,0.0,0.0
Cmed_NLPA,0.0,0.0
Cmax_NLPA,0.0,0.0
Csum_NLPA,0.0,0.0
Cmed_NM,0.0,0.0
Csum_NPA,0.0,0.0
Csum_NM,0.0,0.0
Csum_TLOC,0.0,0.0
Cmin_TNA,0.0,0.0
Cmed_TNA,0.0,0.0
Cmax_TNA,0.0,0.0
Csum_TNA,0.0,0.0
Cstd_TNA,0.0,0.0
Cmin_TNG,0.0,0.0
Cmed_TNG,0.0,0.0
Cmax_TNG,0.0,0.0
Csum_TNG,0.0,0.0
Cstd_TNG,0.0,0.0
Cmin_TNLA,0.0,0.0
Cmed_TNLA,0.0,0.0
Cmax_TNLA,0.0,0.0
Csum_TNLA,0.0,0.0
Cstd_TNLA,0.0,0.0
Cmin_TNLG,0.0,0.0
Cmed_TNLG,0.0,0.0
Cmax_TNLG,0.0,0.0
Csum_TNLG,0.0,0.0
Cstd_TNLG,0.0,0.0
Cmin_TNLM,0.0,0.0
Cmed_TNLM,0.0,0.0
Cmax_TNLM,0.0,0.0
Cstd_TNLM,0.0,0.0
Cmin_TNLPA,0.0,0.0
Cstd_TLOC,0.0,0.0
Cmax_TLOC,0.0,0.0
Cstd_NM,0.0,0.0
Cmed_TLOC,0.0,0.0
Cmin_NOS,0.0,0.0
Cmed_NOS,0.0,0.0
Cmax_NOS,0.0,0.0
Csum_NOS,0.0,0.0
Cstd_NOS,0.0,0.0
Cmin_NPA,0.0,0.0
Cmed_NPA,0.0,0.0
Cmax_NPA,0.0,0.0
Cmin_NA,0.0,0.0
Cstd_NPA,0.0,0.0
Cmin_NPM,0.0,0.0
Cmed_NPM,0.0,0.0
Cmax_NPM,0.0,0.0
Csum_NPM,0.0,0.0
Cstd_NPM,0.0,0.0
Cmin_NS,0.0,0.0
Cmed_NS,0.0,0.0
Cmax_NS,0.0,0.0
Cstd_NS,0.0,0.0
Cmin_TLLOC,0.0,0.0
Cmed_TLLOC,0.0,0.0
Cmax_TLLOC,0.0,0.0
Csum_TLLOC,0.0,0.0
Cstd_TLLOC,0.0,0.0
Cmin_TLOC,0.0,0.0
Cmed_NA,0.0,0.0
is archived,0.0,0.0
Cstd_LOC,0.0,0.0
Cmed_RFC,0.0,0.0
Cmin_NII,0.0,0.0
Cmed_NII,0.0,0.0
Cmax_NII,0.0,0.0
Csum_NII,0.0,0.0
Cstd_NII,0.0,0.0
Cmin_NOI,0.0,0.0
Cmed_NOI,0.0,0.0
Cmax_NOI,0.0,0.0
Csum_NOI,0.0,0.0
Cstd_NOI,0.0,0.0
Cmin_RFC,0.0,0.0
Cmax_RFC,0.0,0.0
Csum_CBOI,0.0,0.0
Csum_RFC,0.0,0.0
Cstd_RFC,0.0,0.0
Cmin_AD,0.0,0.0
Cmed_AD,0.0,0.0
Cmax_AD,0.0,0.0
Cstd_AD,0.0,0.0
Cmin_CD,0.0,0.0
Cmed_CD,0.0,0.0
Cmax_CD,0.0,0.0
Cstd_CD,0.0,0.0
Cmin_CLOC,0.0,0.0
Cstd_CBOI,0.0,0.0
Cmax_CBOI,0.0,0.0
Csum_LOC,0.0,0.0
Csum_NLE,0.0,0.0
Cmed_LCOM5,0.0,0.0
Cmax_LCOM5,0.0,0.0
Cstd_LCOM5,0.0,0.0
Cmin_NL,0.0,0.0
Cmed_NL,0.0,0.0
Cmax_NL,0.0,0.0
Csum_NL,0.0,0.0
Cstd_NL,0.0,0.0
Cmin_NLE,0.0,0.0
Cmed_NLE,0.0,0.0
Cmax_NLE,0.0,0.0
Cstd_NLE,0.0,0.0
Cmed_CBOI,0.0,0.0
Cmin_WMC,0.0,0.0
Cmed_WMC,0.0,0.0
Cmax_WMC,0.0,0.0
Csum_WMC,0.0,0.0
Cstd_WMC,0.0,0.0
Cmin_CBO,0.0,0.0
Cmed_CBO,0.0,0.0
Cmax_CBO,0.0,0.0
Csum_CBO,0.0,0.0
Cstd_CBO,0.0,0.0
Cmin_CBOI,0.0,0.0
Cmed_CLOC,0.0,0.0
Cmax_CLOC,0.0,0.0
Cstd_CLOC,0.0,0.0
Cmax_TNLPA,0.0,0.0
Csum_NOA,0.0,0.0
Cstd_NOA,0.0,0.0
Cmed_NOC,0.0,0.0
Cmax_NOC,0.0,0.0
Csum_NOC,0.0,0.0
Cstd_NOC,0.0,0.0
Cmed_NOD,0.0,0.0
Cmax_NOD,0.0,0.0
Csum_NOD,0.0,0.0
Cstd_NOD,0.0,0.0
Cmin_NOP,0.0,0.0
Cmed_NOP,0.0,0.0
Cmin_DLOC,0.0,0.0
Cmax_NOP,0.0,0.0
Csum_NOP,0.0,0.0
Cstd_NOP,0.0,0.0
Cmin_LLOC,0.0,0.0
Cmed_LLOC,0.0,0.0
Cmax_LLOC,0.0,0.0
Csum_LLOC,0.0,0.0
Cstd_LLOC,0.0,0.0
Cmin_LOC,0.0,0.0
Cmed_LOC,0.0,0.0
Cmax_LOC,0.0,0.0
Cmax_NOA,0.0,0.0
Cmed_NOA,0.0,0.0
Cmin_NOA,0.0,0.0
Cstd_DIT,0.0,0.0
Cmed_DLOC,0.0,0.0
Cmax_DLOC,0.0,0.0
Cstd_DLOC,0.0,0.0
Cmin_PDA,0.0,0.0
Cmed_PDA,0.0,0.0
Cmax_PDA,0.0,0.0
Cstd_PDA,0.0,0.0
Cmin_PUA,0.0,0.0
Cmed_PUA,0.0,0.0
Cmax_PUA,0.0,0.0
Cstd_PUA,0.0,0.0
Cmin_TCD,0.0,0.0
Cmed_TCD,0.0,0.0
Cmax_TCD,0.0,0.0
Cstd_TCD,0.0,0.0
Cmin_TCLOC,0.0,0.0
Cmed_TCLOC,0.0,0.0
Cmax_TCLOC,0.0,0.0
Cstd_TCLOC,0.0,0.0
Cmin_DIT,0.0,0.0
Cmed_DIT,0.0,0.0
Cmax_DIT,0.0,0.0
Csum_DIT,0.0,0.0
Cmed_TNLPA,0.0,0.0
Cmin_TNOS,0.0,0.0
Csum_TNLPA,0.0,0.0
Pmed_TNIN,0.0,0.0
Pmin_TNFI,0.0,0.0
Pmed_TNFI,0.0,0.0
Pmax_TNFI,0.0,0.0
Psum_TNFI,0.0,0.0
Pstd_TNFI,0.0,0.0
Pmin_TNG,0.0,0.0
Pmed_TNG,0.0,0.0
Pmax_TNG,0.0,0.0
Psum_TNG,0.0,0.0
Pstd_TNG,0.0,0.0
Pmin_TNIN,0.0,0.0
Pmax_TNIN,0.0,0.0
Psum_TNEN,0.0,0.0
Psum_TNIN,0.0,0.0
Pstd_TNIN,0.0,0.0
Pmin_TNM,0.0,0.0
Pmed_TNM,0.0,0.0
Pstd_TNM,0.0,0.0
Pmin_TNOS,0.0,0.0
Pmed_TNOS,0.0,0.0
Pmax_TNOS,0.0,0.0
Psum_TNOS,0.0,0.0
Pstd_TNOS,0.0,0.0
Pmin_TNPA,0.0,0.0
Pstd_TNEN,0.0,0.0
Pmax_TNEN,0.0,0.0
Cstd_TNLPA,0.0,0.0
Pmed_TLOC,0.0,0.0
Pmed_NPM,0.0,0.0
Pmax_NPM,0.0,0.0
Pstd_NPM,0.0,0.0
Pmed_NS,0.0,0.0
Pstd_NS,0.0,0.0
Pmin_TLLOC,0.0,0.0
Pmed_TLLOC,0.0,0.0
Pmax_TLLOC,0.0,0.0
Psum_TLLOC,0.0,0.0
Pstd_TLLOC,0.0,0.0
Pmin_TLOC,0.0,0.0
Pmax_TLOC,0.0,0.0
Pmin_TNEN,0.0,0.0
Pstd_TLOC,0.0,0.0
Pmin_TNA,0.0,0.0
Pmed_TNA,0.0,0.0
Pmax_TNA,0.0,0.0
Psum_TNA,0.0,0.0
Pstd_TNA,0.0,0.0
Pmin_TNCL,0.0,0.0
Pmed_TNCL,0.0,0.0
Pstd_TNCL,0.0,0.0
Pmin_TNDI,0.0,0.0
Pmed_TNDI,0.0,0.0
Pmed_TNPA,0.0,0.0
Pmax_TNPA,0.0,0.0
Psum_TNPA,0.0,0.0
Fstd_PUA,0.0,0.0
Fsum_McCC,0.0,0.0
Fstd_McCC,0.0,0.0
Fmin_PDA,0.0,0.0
Fmed_PDA,0.0,0.0
Fmax_PDA,0.0,0.0
Fsum_PDA,0.0,0.0
Fstd_PDA,0.0,0.0
Fmin_PUA,0.0,0.0
Fmed_PUA,0.0,0.0
Fmax_PUA,0.0,0.0
Fsum_PUA,0.0,0.0
Fmin_LLOC,0.0,0.0
Pstd_TNPA,0.0,0.0
Fmed_LLOC,0.0,0.0
Fmax_LLOC,0.0,0.0
Fsum_LLOC,0.0,0.0
Fstd_LLOC,0.0,0.0
Fmin_LOC,0.0,0.0
Fmed_LOC,0.0,0.0
Fmax_LOC,0.0,0.0
Fsum_LOC,0.0,0.0
Fstd_LOC,0.0,0.0
fork project,0.0,0.0
releases,0.0,0.0
Fmax_McCC,0.0,0.0
Fmed_McCC,0.0,0.0
Fmin_McCC,0.0,0.0
Pmed_TNS,0.0,0.0
Pmin_TNPCL,0.0,0.0
Pmed_TNPCL,0.0,0.0
Pmax_TNPCL,0.0,0.0
Psum_TNPCL,0.0,0.0
Pstd_TNPCL,0.0,0.0
Pmin_TNPEN,0.0,0.0
Pmed_TNPEN,0.0,0.0
Pmax_TNPEN,0.0,0.0
Psum_TNPEN,0.0,0.0
Pstd_TNPEN,0.0,0.0
Pmin_TNPIN,0.0,0.0
Pmed_TNPIN,0.0,0.0
Pmax_TNPIN,0.0,0.0
Psum_TNPIN,0.0,0.0
Pstd_TNPIN,0.0,0.0
Pmed_TNPKG,0.0,0.0
Pmax_TNPKG,0.0,0.0
Psum_TNPKG,0.0,0.0
Pstd_TNPKG,0.0,0.0
Pmin_TNPM,0.0,0.0
Pmed_TNPM,0.0,0.0
Pstd_TNPM,0.0,0.0
Pmin_TNS,0.0,0.0
Pstd_NPKG,0.0,0.0
Psum_NPKG,0.0,0.0
Pmax_NPKG,0.0,0.0
Pmed_CLOC,0.0,0.0
Cmed_TNS,0.0,0.0
Cmax_TNS,0.0,0.0
Cstd_TNS,0.0,0.0
Pmed_AD,0.0,0.0
Pmax_AD,0.0,0.0
Psum_AD,0.0,0.0
Pstd_AD,0.0,0.0
Pmed_CD,0.0,0.0
Pmax_CD,0.0,0.0
Psum_CD,0.0,0.0
Pstd_CD,0.0,0.0
Pmax_CLOC,0.0,0.0
Psum_TAD,0.0,0.0
Pstd_CLOC,0.0,0.0
Pmed_PDA,0.0,0.0
Pmax_PDA,0.0,0.0
Psum_PDA,0.0,0.0
Pstd_PDA,0.0,0.0
Pmed_PUA,0.0,0.0
Pmax_PUA,0.0,0.0
Psum_PUA,0.0,0.0
Pstd_PUA,0.0,0.0
Pmin_TAD,0.0,0.0
Pmed_TAD,0.0,0.0
Cmin_TNS,0.0,0.0
Cstd_TNPM,0.0,0.0
Csum_TNPM,0.0,0.0
Cmax_TNPM,0.0,0.0
Cmin_TNLPM,0.0,0.0
Cmed_TNLPM,0.0,0.0
Cmax_TNLPM,0.0,0.0
Cstd_TNLPM,0.0,0.0
Cmin_TNLS,0.0,0.0
Cmed_TNLS,0.0,0.0
Cstd_TNLS,0.0,0.0
Cmin_TNM,0.0,0.0
Cmed_TNM,0.0,0.0
Cmax_TNM,0.0,0.0
Cstd_TNM,0.0,0.0
has wiki,0.0,0.0
Cmed_TNOS,0.0,0.0
Cmax_TNOS,0.0,0.0
Csum_TNOS,0.0,0.0
Cstd_TNOS,0.0,0.0
Cmin_TNPA,0.0,0.0
Cmed_TNPA,0.0,0.0
Cmax_TNPA,0.0,0.0
Csum_TNPA,0.0,0.0
Cstd_TNPA,0.0,0.0
Cmin_TNPM,0.0,0.0
Cmed_TNPM,0.0,0.0
Pmax_TAD,0.0,0.0
Pstd_TAD,0.0,0.0
Pmed_NPKG,0.0,0.0
Psum_NG,0.0,0.0
Psum_NA,0.0,0.0
Pstd_NA,0.0,0.0
Pmed_NCL,0.0,0.0
Pmax_NCL,0.0,0.0
Pstd_NCL,0.0,0.0
Pmed_NEN,0.0,0.0
Pmax_NEN,0.0,0.0
Psum_NEN,0.0,0.0
Pstd_NEN,0.0,0.0
Pmed_NG,0.0,0.0
Pmax_NG,0.0,0.0
Pstd_NG,0.0,0.0
Pmin_TCD,0.0,0.0
Pmed_NIN,0.0,0.0
Pmax_NIN,0.0,0.0
Psum_NIN,0.0,0.0
Pstd_NIN,0.0,0.0
Pmed_NM,0.0,0.0
Pmax_NM,0.0,0.0
Pstd_NM,0.0,0.0
Pmed_NPA,0.0,0.0
Pmax_NPA,0.0,0.0
Psum_NPA,0.0,0.0
Pstd_NPA,0.0,0.0
Pmax_NA,0.0,0.0
Pmed_NA,0.0,0.0
Pstd_LOC,0.0,0.0
Psum_LOC,0.0,0.0
Pmed_TCD,0.0,0.0
Pmax_TCD,0.0,0.0
Psum_TCD,0.0,0.0
Pstd_TCD,0.0,0.0
Pmin_TCLOC,0.0,0.0
Pmed_TCLOC,0.0,0.0
Pstd_TCLOC,0.0,0.0
Pmin_TPDA,0.0,0.0
Pmed_TPDA,0.0,0.0
Pmax_TPDA,0.0,0.0
Psum_TPDA,0.0,0.0
Pstd_TPDA,0.0,0.0
Pmin_TPUA,0.0,0.0
Pmed_TPUA,0.0,0.0
Pmax_TPUA,0.0,0.0
Psum_TPUA,0.0,0.0
Pstd_TPUA,0.0,0.0
Pmed_LLOC,0.0,0.0
Pmax_LLOC,0.0,0.0
Psum_LLOC,0.0,0.0
Pstd_LLOC,0.0,0.0
Pmed_LOC,0.0,0.0
Pmax_LOC,0.0,0.0
Cmin_LCOM5,0.0,0.0
